,车辆id,充电需求产生的时间,充电需求产生的地址,预估充电时长,车辆剩余行驶里程
4755,2255,11.965360692866604,[73 52],0.6740807384741245,387.65321025431257
4756,2256,11.072545498118897,[ 8 27],1.771463631864224,204.75606135596266
4757,2257,11.960847278031178,[68 36],1.9205675980005843,179.90540033323595
4758,2258,11.36458664327925,[73 91],1.7851186771942387,202.4802204676269
4759,2259,11.41836775998931,[57 75],1.7573486368773992,207.10856052043346
4760,2260,11.202608182848364,[10 59],1.371072840764989,271.4878598725019
4761,2261,11.653393166897606,[28 84],1.3156881013659827,280.7186497723362
4762,2262,11.006659633025333,[ 5 78],1.561887802410084,239.68536626498602
4763,2263,11.268926807485231,[85 22],1.4368193050411853,260.5301158264691
4764,2264,11.00745815602819,[49  5],1.4588521042735632,256.8579826210728
4765,2265,11.198265431642744,[51 11],1.5200062213349828,246.66562977750286
4766,2266,11.199724140915455,[55 40],1.2877297339470766,285.37837767548723
4767,2267,11.223558121743686,[77 53],0.9682639403292836,338.62267661178606
4768,2268,11.186013516489412,[91  0],1.796387336491445,200.60211058475915
4769,2269,11.287591663888072,[76 98],1.7688538777876475,205.19102036872542
4770,2270,11.386985418678739,[85 91],1.1184368612857554,313.5938564523741
4771,2271,11.371416351188326,[78 35],1.6338096824069763,227.69838626550396
4772,2272,11.464578983281703,[21 79],2.0491942117838633,158.46763136935613
4773,2273,11.465922918882772,[89 66],0.7526028561099419,374.566190648343
4774,2274,11.199227099560076,[14 94],0.45274134293770985,424.5431095103817
4775,2275,11.583398220646101,[15 75],1.677886503321244,220.35224944645935
4776,2276,11.956069834659779,[78 97],1.5353699289863108,244.10501183561487
4777,2277,11.755146904454051,[52 94],2.045177463689352,159.13708938510797
4778,2278,11.266733114001719,[72 12],1.0350686652826089,327.48855578623187
4779,2279,11.509040567494385,[ 1 85],2.078047319443617,153.6587800927305
4780,2280,11.099138969614376,[12 75],1.488245129982041,251.95914500299315
4781,2281,11.752139499998897,[74 92],1.3847544948464374,269.2075841922604
4782,2282,11.328350874679753,[70 37],1.4507428885290397,258.2095185784934
4783,2283,11.41589567264179,[78 14],1.3599313887544626,273.34476854092287
4784,2284,11.37458207305431,[ 4 28],1.752910514833825,207.8482475276958
4785,2285,11.498999427168625,[47  9],0.5458448776508323,409.0258537248613
4786,2286,11.9210149938688,[19 74],1.112593679256261,314.5677201239565
4787,2287,11.38595575573107,[53 95],1.6735623627063154,221.07293954894743
4788,2288,11.31217575816447,[16 11],1.0888488240107186,318.5251959982136
4789,2289,11.671941314675925,[ 8 96],1.2909642631288691,284.83928947852183
4790,2290,11.693757164326035,[ 1 82],1.6680871095784207,221.9854817369299
4791,2291,11.977890009172944,[50 86],1.2232346177144786,296.1275637142536
4792,2292,11.839650890592875,[98 51],2.0486499191022927,158.55834681628457
4793,2293,11.655756122564677,[97 75],1.9553051714193475,174.1158047634421
4794,2294,11.297996084513041,[84 55],0.5198413254288905,413.3597790951849
4795,2295,11.410076204795056,[50 43],2.402722212660083,99.54629788998615
4796,2296,11.700352598508971,[16 27],1.3521193275631262,274.646778739479
4797,2297,11.925185126570932,[30 37],1.3819620194306736,269.6729967615544
4798,2298,11.292504114783707,[36 54],0.9788048088662367,336.8658651889606
4799,2299,11.54098059229777,[46 39],2.109450028912409,148.42499518126513
4800,2300,11.917623978551477,[14 37],1.8261085305514033,195.64857824143277
4801,2301,11.347755554025289,[96 30],1.192343307829631,301.27611536172816
4802,2302,11.440547098328256,[12 17],1.6323503328257933,227.9416111957011
4803,2303,11.026678801900356,[51  3],1.1831717930111363,302.80470116481064
4804,2304,11.211778615588868,[ 1 31],1.2653273246079855,289.11211256533574
4805,2305,11.502252737460754,[ 1 16],0.22590777015411279,462.3487049743145
4806,2306,11.956025412018661,[16 17],0.6797945905406717,386.7009015765547
4807,2307,11.137248756049422,[ 4 70],0.42523297521192505,429.1278374646792
4808,2308,11.37751982261908,[19 95],1.072194057989416,321.30099033509737
4809,2309,11.466588845977336,[74 88],0.4663350923660152,422.2774846056641
4810,2310,11.27949846872667,[11 57],2.253398442806111,124.43359286564815
4811,2311,11.734659191385495,[11 29],1.1459499047756285,309.0083492040619
4812,2312,11.637814306585884,[ 6 18],1.6594728120079438,223.421197998676
4813,2313,11.30536291289563,[58 90],2.107932674436866,148.6778875938557
4814,2314,11.785914079405002,[71 14],1.8629643731360233,189.5059378106628
4815,2315,11.854678162063813,[70 99],1.5293869804801632,245.1021699199728
4816,2316,11.338921286320012,[81 98],1.4417981369644337,259.70031050592775
4817,2317,11.053175435258906,[19  7],1.1767611158716949,303.87314735471756
4818,2318,11.030263670311705,[ 5 11],1.016606423938957,330.5655960101738
4819,2319,11.299833279415472,[44 73],1.890505736061264,184.91571065645599
4820,2320,11.297758081232999,[50 97],1.2523775968497597,291.27040052504003
4821,2321,11.519333722616077,[87 71],1.680738410647273,219.87693155878785
4822,2322,11.574518053604617,[95 84],2.0717059192903937,154.71568011826773
4823,2323,11.521820430449909,[78  3],1.4453608401784173,259.1065266369305
4824,2324,11.325018200180455,[10 33],0.8980695685819029,350.32173856968285
4825,2325,11.289786175685355,[45 81],0.08766138652046762,485.38976891325535
4826,2326,11.133829760768238,[20 32],2.349586773403452,108.40220443275801
4827,2327,11.27516853880252,[54  9],1.3368222947755726,277.1962842040712
4828,2328,11.784899109714226,[85 19],1.8697234654138624,188.37942243102293
4829,2329,11.288949120443759,[ 5 64],1.1496653032084623,308.38911613192295
4830,2330,11.45640573872556,[11  9],1.9851066906772366,169.14888488712722
4831,2331,11.207918232411435,[58 98],1.1334098913525519,311.0983514412414
4832,2332,11.52074606430027,[78 23],1.0334131117135716,327.7644813810714
4833,2333,11.393372197121598,[90 62],1.4261177883476643,262.31370194205596
4834,2334,11.754338585271686,[50 18],0.4495503035377033,425.07494941038277
4835,2335,11.163003162152059,[51 80],1.1675980645039534,305.4003225826744
4836,2336,11.624782796294054,[74 15],0.504646615564623,415.8922307392295
4837,2337,11.927766345544185,[80 52],0.8358791943171663,360.686800947139
4838,2338,11.864306482496758,[65  3],0.6852853146579564,385.7857808903406
4839,2339,11.711882409880294,[ 4 91],2.373337307606816,104.4437820655307
4840,2340,11.844310893424419,[79 88],0.7624527775194838,372.924537080086
4841,2341,11.851109464292149,[12 13],0.9362918679668812,343.95135533885315
4842,2342,11.782996191324523,[74 48],1.9980685309206692,166.98857817988846
4843,2343,11.238440963509538,[52 19],2.18581557010615,135.6974049823083
4844,2344,11.084509159427135,[55 84],1.4301719618155162,261.63800636408064
4845,2345,11.544523013820148,[48 37],2.2780096398180385,120.33172669699358
4846,2346,11.066792835547634,[54 87],1.161884434936904,306.3525941771827
4847,2347,11.177581430643034,[ 8 30],1.777433011204876,203.76116479918736
4848,2348,11.874626683576334,[11 17],1.0162945588168488,330.6175735305252
4849,2349,11.60774764478208,[12 13],2.379797905812639,103.36701569789349
4850,2350,11.910072464130746,[23 43],1.4592372778407936,256.7937870265344
4851,2351,11.192090927207751,[67 99],1.4760524785685263,253.99125357191227
4852,2352,11.44841769741039,[ 5 87],2.004768292504934,165.87195124917767
4853,2353,11.12237578828178,[ 2 22],2.256815580923354,123.8640698461077
4854,2354,11.662797159723489,[52 59],2.359884953134494,106.68584114425099
4855,2355,11.704331813263865,[ 6 86],2.5559084022603944,74.01526628993426
4856,2356,11.037604030538127,[22 40],1.8573735340096615,190.43774433172308
4857,2357,11.708694232858543,[ 9 54],1.3348237730327837,277.52937116120273
4858,2358,11.479027791119018,[50 48],0.9122014976280428,347.9664170619929
4859,2359,11.75109831402307,[31 49],0.9894417347352934,335.09304421078446
4860,2360,11.940549635966043,[33 84],1.0627871621101286,322.86880631497854
4861,2361,11.791507143284703,[20 12],1.2595037903452684,290.0827016091219
4862,2362,11.802100569739652,[49 88],1.6518908187150854,224.68486354748578
4863,2363,11.203048026590428,[84 48],0.9976795450546941,333.72007582421764
4864,2364,11.5404330762793,[53 40],1.3465866905247252,275.5688849125458
4865,2365,11.786483775066934,[59 92],1.6390924382955994,226.81792695073344
4866,2366,11.179520221392385,[49 11],1.0808017391404705,319.8663768099216
4867,2367,11.046692082052214,[95 84],1.2716972159617885,288.0504640063686
4868,2368,11.303443861994962,[78 13],1.0277146793937626,328.7142201010396
4869,2369,11.710245781768007,[87 62],1.0359591237388555,327.34014604352404
4870,2370,11.916344687172103,[25 48],1.4384252177294223,260.2624637117629
4871,2371,11.46987476257815,[78 91],2.1619076129557158,139.68206450738072
4872,2372,11.42516549252058,[67 56],0.9188211075336274,346.8631487443954
4873,2373,11.046580394260165,[84 88],1.5806714615007373,236.55475641654377
4874,2374,11.745070764329414,[ 0 67],1.9204754457341309,179.92075904431152
4875,2375,11.169424064813393,[20 30],1.6613651739519626,223.10580434133956
4876,2376,11.95838019747276,[69 49],1.9642374068423343,172.62709885961095
4877,2377,11.58579483233409,[37 74],1.761184966734588,206.469172210902
4878,2378,11.178585317886393,[98 84],0.8451278069667671,359.14536550553885
4879,2379,11.259698429109612,[72 19],1.1576049328133309,307.0658445311115
4880,2380,11.90419836798346,[98 78],0.4336125281249492,427.73124531250846
4881,2381,11.881816673270636,[48 38],1.6474394148751186,225.42676418748022
4882,2382,11.39093124840498,[75 48],1.0558171889656138,324.03046850573105
4883,2383,11.992131341408717,[78 76],1.979765602946725,170.03906617554586
4884,2384,11.283135967156449,[39 44],2.5525503853818936,74.5749357696844
4885,2385,11.109912932519798,[ 2 50],1.9425775116826085,176.23708138623192
4886,2386,11.031774912702065,[ 5 28],1.434621928467023,260.89634525549616
4887,2387,11.65820535655682,[ 5 73],1.002263920844885,332.95601319251915
4888,2388,11.116303056960009,[32 31],1.837060073648427,193.8233210585955
4889,2389,11.796168869100205,[77 35],1.3498799373860166,275.0200104356639
4890,2390,11.56175521853764,[65 20],1.4181457499602343,263.6423750066276
4891,2391,11.587829627816358,[ 9 97],1.4658133422526292,255.69777629122848
4892,2392,11.475884071741453,[ 8 12],1.9432195317281806,176.13007804530324
4893,2393,11.777404693302733,[70 29],1.0508309906246218,324.86150156256303
4894,2394,11.379637358799314,[66 51],1.6426462320837383,226.22562798604363
4895,2395,11.22403731333533,[68 84],1.4521378728362504,257.97702119395825
4896,2396,11.64648597653408,[44 75],2.0036664681817484,166.05558863637526
4897,2397,11.232821451080946,[49 28],1.935458959284427,177.42350678592885
4898,2398,11.591465685995644,[ 0 90],1.028100474828159,328.6499208619735
4899,2399,11.956322335977976,[22 43],1.283918125471195,286.0136457548008
4900,2400,11.905711540303473,[72  4],0.7503458658299254,374.94235569501245
4901,2401,11.832658769560362,[ 9 47],1.6379306709036356,227.01155484939406
4902,2402,11.376158366305676,[ 0 80],1.083474146041434,319.420975659761
4903,2403,11.581022446892023,[32 34],1.5765556474647806,237.24072542253657
4904,2404,11.267657400473553,[71 19],1.3334592589682672,277.75679017195546
4905,2405,11.506963663103654,[78 78],1.6605833475425291,223.2361087429118
4906,2406,11.429929022647977,[43 81],1.4349721106666857,260.8379815555524
4907,2407,11.917210571179433,[73 98],1.3842285694082022,269.2952384319663
4908,2408,11.674632645679496,[98 72],1.542957344215888,242.84044263068535
4909,2409,11.107299129648283,[11 78],1.503133715137877,249.47771414368717
4910,2410,11.997148272055636,[8 3],1.3456722667148475,275.7212888808587
4911,2411,11.21251411876669,[81 87],1.533996576524429,244.33390391259516
4912,2412,11.676158175666687,[71 46],2.44824346433989,91.95942261001836
4913,2413,11.198386638123381,[78 53],1.3681456246626977,271.97572922288373
4914,2414,11.989088038041475,[82 19],1.1776730985643282,303.72115023927864
4915,2415,11.70485339897185,[48 53],1.4647810413660767,255.8698264389872
4916,2416,11.455099801067337,[10  9],1.066819924129767,322.1966793117055
4917,2417,11.24753999580995,[32 88],1.9910982722875197,168.15028795208005
4918,2418,11.449206833535733,[77 76],0.6854928129939799,385.7511978343367
4919,2419,11.515576822205883,[ 9 19],1.7138856831885316,214.35238613524473
4920,2420,11.34866587302192,[59 91],1.3925104575410057,267.91492374316573
4921,2421,11.119296005447639,[34 49],1.4784496869505215,253.59171884157976
4922,2422,11.104266143229053,[24 95],1.7034986538992412,216.0835576834598
4923,2423,11.001664803167058,[76  3],1.360625351149624,273.22910814172934
4924,2424,11.402289007988792,[3 2],0.9351759864467329,344.13733559221123
4925,2425,11.617388579835504,[ 7 20],1.2679377477700353,288.67704203832744
4926,2426,11.09294160859662,[17 77],0.9118812355058831,348.01979408235286
4927,2427,11.663791635518766,[68 56],1.0670253936749812,322.16243438750314
4928,2428,11.07906701562985,[16 34],2.2654729118392325,122.42118136012792
4929,2429,11.443297877644916,[35 46],0.814397225252355,364.2671291246075
4930,2430,11.850567880419138,[ 4 87],1.170293579773498,304.95107003775036
4931,2431,11.392065216036524,[65 25],1.2412006100752673,293.13323165412214
4932,2432,11.098486604106952,[73 78],1.6979291889991153,217.01180183348077
4933,2433,11.391785701173054,[66 26],0.8855004078809252,352.4165986865125
4934,2434,11.267840528149506,[78  8],1.4164920242286232,263.9179959618961
4935,2435,11.055395224726082,[66 22],0.734623653381153,377.5627244364745
4936,2436,11.618595127027726,[ 9 26],1.5554550368932782,240.7574938511203
4937,2437,11.681668767214836,[86 62],1.367044592006733,272.15923466554455
4938,2438,11.30994712444024,[99 52],2.2882922209598258,118.61796317336237
4939,2439,11.770557615427222,[88 57],1.7858467586928617,202.35887355118973
4940,2440,11.308373791925945,[76  5],1.159267748998024,306.7887085003293
4941,2441,11.06777093079351,[75 55],1.7641158965784867,205.98068390358557
4942,2442,11.870719684174428,[44 73],1.206941902339439,298.8430162767602
4943,2443,11.94748684814933,[14  4],2.850579226334993,24.903462277501138
4944,2444,11.44151745489073,[69 49],1.840681088756256,193.219818540624
4945,2445,11.624050155430208,[85 46],2.121724246444628,146.37929225922863
4946,2446,11.457482698536943,[34 33],1.7797596595519505,203.37339007467492
4947,2447,11.102811073868967,[55 96],1.7909716901729826,201.5047183045029
4948,2448,11.374910690239046,[ 7 92],1.8078000866668118,198.69998555553136
4949,2449,11.15585213814833,[20 21],1.9929330830703427,167.84448615494287
4950,2450,11.395906600517986,[6 7],1.4934429648351277,251.09283919414537
4951,2451,11.722467369746152,[55 94],0.8602204659287034,356.6299223452161
4952,2452,11.113067926699312,[60 77],1.3051537433503781,282.4743761082703
4953,2453,11.105891827840995,[85 77],1.6794176148069633,220.09706419883946
4954,2454,11.415906516100245,[40 73],2.1412486055081374,143.12523241531042
4955,2455,11.631988330616478,[78 36],1.2244705649548036,295.92157250753274
4956,2456,11.71467251471892,[74 13],1.5086472842724334,248.55878595459444
4957,2457,11.067385717280915,[96 72],1.5419075471702768,243.01540880495386
4958,2458,11.152391449258419,[20 15],1.4690200393446962,255.163326775884
4959,2459,11.461359803638157,[34 89],1.2347867295974404,294.20221173375995
4960,2460,11.215769847667275,[47 38],2.1290164437045167,145.1639260492472
4961,2461,11.651507699328189,[12  3],1.0922173372176978,317.96377713038373
4962,2462,11.282866058814708,[54 44],1.689973870714041,218.3376882143265
4963,2463,11.18471867166073,[35 56],1.7956462470842376,200.7256254859604
4964,2464,11.620420884577992,[50 58],2.465103217935143,89.14946367747619
4965,2465,11.874928495349122,[51  7],0.7308101395086835,378.19831008188606
4966,2466,11.527195805571617,[14 16],1.7940251016415203,200.99581639307996
4967,2467,11.521481468191293,[ 1 32],1.529606202224553,245.0656329625745
4968,2468,11.74409369702989,[ 7 52],2.551559869930678,74.74002167822036
4969,2469,11.835113734527292,[12 13],1.7733308155106857,204.44486408155237
4970,2470,11.353541861780522,[ 1 66],1.2653811369747547,289.10314383754087
4971,2471,11.731919184466072,[52 20],1.751092125900164,208.15131234997267
4972,2472,11.317797203219499,[27 33],1.3334376276908775,277.7603953848538
4973,2473,11.737400738876135,[55 37],1.6495726373612198,225.07122710646334
4974,2474,11.822161572389113,[52 27],1.2351324327175583,294.1445945470736
4975,2475,11.157335144052983,[58 72],1.6510103302061676,224.8316116323054
4976,2476,11.569971453432142,[85 73],1.9816676488690177,169.7220585218304
4977,2477,11.18036478703383,[10 59],1.0099691851087615,331.67180248187304
4978,2478,11.779556153970097,[24 86],2.4744672514232966,87.58879142945057
4979,2479,11.413539615953136,[76 46],0.9680703935038862,338.65493441601893
4980,2480,11.376894755857306,[34 47],1.4110559778447453,264.8240036925424
4981,2481,11.31505210778863,[ 3 13],0.5706702299685654,404.8882950052391
4982,2482,11.023192350156,[66 95],1.3388166195077833,276.86389674870276
4983,2483,11.762841279622997,[ 0 53],1.6689965225473717,221.8339129087714
4984,2484,11.675058640117486,[13 83],1.894674782795969,184.22086953400517
4985,2485,11.635902625058776,[69 31],2.1665902872521725,138.90161879130457
4986,2486,11.35828132745334,[ 9 56],2.3140426573335673,114.32622377773878
4987,2487,11.39053925387391,[5 7],1.1889272766165588,301.8454538972402
4988,2488,11.120568652960621,[60 78],1.4660945947796986,255.6509008700502
4989,2489,11.611980333955072,[81 25],1.5072757191138522,248.7873801476913
4990,2490,11.606703519647636,[75 51],1.7352085093743281,210.79858177094533
4991,2491,11.798652373423023,[58 99],1.3827386663649155,269.5435556058474
4992,2492,11.732324814463245,[31 88],2.0068899030785894,165.51834948690177
4993,2493,11.69176629791292,[13  7],1.5815778520028594,236.40369133285677
4994,2494,11.18655225271942,[12 96],1.6771540585892342,220.47432356846096
4995,2495,11.780920516220839,[62 65],1.1456181056615342,309.063649056411
4996,2496,11.383989987385904,[14 17],2.6362748860051806,60.62085233246991
4997,2497,11.833684259434673,[59 60],1.7401979494532276,209.96700842446205
4998,2498,11.84994929626234,[21 97],1.3295199631525572,278.41333947457383
4999,2499,11.430549151384554,[52 46],1.0637867193436843,322.70221344271926
5000,0,13.427852386197817,[10 70],1.6682545796424715,221.95757005958808
5001,1,13.770700534107721,[41 61],2.1392297876816313,143.46170205306143
5002,2,14.169581346273898,[42  9],1.7037364990944388,216.04391681759353
5003,3,14.201290191083977,[12 61],1.5772607998498398,237.1232000250267
5004,4,14.485189793805,[42 89],1.155827609630975,307.36206506150415
5005,5,14.090253579529548,[60 70],1.3453604060989788,275.7732656501702
5006,6,14.025780552267658,[13 64],1.3514439033024561,274.7593494495906
5007,7,14.794665598225125,[89 14],1.9042687840237698,182.62186932937172
5008,8,13.345844834085698,[18 63],1.6536566780590345,224.3905536568276
5009,9,13.999899669805876,[88 11],1.2750910497465762,287.48482504223733
5010,10,14.27028857440775,[97 59],1.8428253481005261,192.86244198324565
5011,11,13.791623224729063,[85  0],0.9216217494564043,346.39637509059924
5012,12,13.871766700011849,[59 46],1.7414370304073163,209.76049493211394
5013,13,14.449417394255185,[75 33],1.064457721344135,322.5903797759775
5014,14,13.81183979421177,[90 10],0.9876385892047244,335.39356846587924
5015,15,14.344108302252959,[69  0],1.299218515055879,283.4635808240202
5016,16,14.353694364014677,[63 80],2.363912805513933,106.01453241434452
5017,17,14.03261207598453,[43 36],1.4577759581159009,257.03734031401655
5018,18,13.2828235914309,[97 95],1.9105918480178734,181.56802533035443
5019,19,14.626536216346308,[67 57],0.7131847084449972,381.13588192583387
5020,20,13.618609664054821,[88 99],1.938655213035012,176.89079782749798
5021,21,14.142987619372734,[72  2],2.3160040601832295,113.99932330279509
5022,22,14.307804291324162,[86 93],0.8102532503924768,364.95779160125386
5023,23,14.033573924002198,[39  9],2.453470910588859,91.08818156852354
5024,24,14.849516149929311,[90 13],0.4470261442733656,425.4956426211057
5025,25,13.825723573444904,[41 25],0.8133796331599841,364.4367278066693
5026,26,13.847032499953288,[18 68],1.470685978367486,254.8856702720857
5027,27,13.832039938088636,[46 54],0.7545327666434696,374.24453889275503
5028,28,14.01503022115564,[45 13],0.2197589656443908,463.3735057259349
5029,29,14.428976736270279,[28  1],2.070509084320872,154.915152613188
5030,30,14.75900139240633,[40 63],1.7164077869624768,213.93203550625387
5031,31,13.54936629105398,[15 71],1.4566155490930868,257.23074181781885
5032,32,13.734210256291966,[38 56],2.1211789013338684,146.47018311102192
5033,33,14.058082113435551,[91 99],0.9615839988868496,339.73600018552503
5034,34,14.63020601073141,[14 40],1.262157745215035,289.6403757974942
5035,35,14.0005597485128,[90 27],0.9002488780719816,349.9585203213364
5036,36,13.527895113599662,[56 61],2.461120946901512,89.81317551641466
5037,37,13.658298487549102,[77 59],1.0017360212424886,333.04399645958523
5038,38,13.932982019067698,[32 75],2.3773502545279124,103.77495757868127
5039,39,14.393265193681357,[50 78],0.9353415724888671,344.1097379185221
5040,40,14.271578402232421,[95 63],1.0500568983207197,324.99051694654673
5041,41,13.392867759466572,[41 24],1.6747225431087345,220.87957614854426
5042,42,13.806020770107637,[67 57],2.2834291232027266,119.42847946621222
5043,43,13.957599979034141,[94 80],1.707666484759359,215.3889192067735
5044,44,13.886487318968905,[68 40],1.468808489110193,255.1985851483012
5045,45,14.049472209026481,[45 87],0.7285344097423465,378.5775983762756
5046,46,14.528015043209042,[46 49],2.3900260005185574,101.6623332469071
5047,47,13.924392230857856,[43 92],0.4998807199606565,416.6865466732239
5048,48,13.750647518609085,[46 11],1.1074339427966258,315.4276762005624
5049,49,13.867410297523795,[86 28],1.2203205770972603,296.6132371504566
5050,50,13.019600139247334,[22 58],1.0769689755894618,320.50517073508973
5051,51,13.4048449413891,[57 70],0.7606152713716214,373.2307881047297
5052,52,14.830252939845453,[93 94],1.0857535940251088,319.04106766248185
5053,53,13.739870193683482,[92 80],1.927442187266458,178.75963545559034
5054,54,14.073494524550597,[44 63],1.5817584332983277,236.37359445027872
5055,55,13.550723658373318,[91 76],1.2445083896004787,292.5819350665869
5056,56,13.978235849400019,[41 49],1.735419738701828,210.76337688302868
5057,57,13.966364664212069,[90 77],1.4900022299752287,251.66629500412856
5058,58,14.385725494816988,[13 91],2.4464292367537537,92.26179387437439
5059,59,14.363605195176829,[46 49],0.9171695531647931,347.13840780586787
5060,60,13.514567507932936,[60 51],1.070356787899487,321.6072020167521
5061,61,14.528163530413623,[31 66],2.0033432423356623,166.10945961072295
5062,62,14.63767016914949,[94 39],1.5201688100968185,246.63853165053027
5063,63,13.98088657172861,[70 38],2.546846501442041,75.52558309299313
5064,64,13.87696173980861,[10 45],1.4441014318302587,259.3164280282902
5065,65,13.694520283285007,[42 29],1.0625283177800209,322.9119470366632
5066,66,13.826452911230529,[34 65],2.3446925783409487,109.21790360984188
5067,67,13.826293377505966,[57 52],0.9674514111518258,338.7580981413623
5068,68,14.558787908450915,[ 9 44],1.6389253213821167,226.84577976964724
5069,69,13.727093867972549,[41 68],1.8378725414215344,193.68790976307758
5070,70,14.095868326982774,[53 76],1.5270906959358928,245.48488401068454
5071,71,14.189948044204739,[98 97],1.6151690897043154,230.80515171594743
5072,72,14.766113653958751,[20 53],0.7831709515595167,369.4715080734139
5073,73,14.443635838683463,[46  9],1.4760346183382445,253.99423027695929
5074,74,13.747732270506477,[75 59],1.106871954717079,315.52134088048683
5075,75,14.439390415379505,[15 66],1.6231903513498986,229.46827477501688
5076,76,14.402121461141927,[14 51],1.2827821343099657,286.20297761500575
5077,77,14.843130714554407,[71 33],2.2198486207035,130.02522988275
5078,78,13.407190202338235,[20 92],1.1807336073932553,303.21106543445745
5079,79,14.966798540855148,[ 3 34],2.6030749348474767,66.15417752542056
5080,80,13.869156555543855,[47 76],1.0260752456380247,328.98745906032923
5081,81,13.3540263439453,[16 42],1.314139111983433,280.9768146694279
5082,82,14.125105583408798,[26 98],1.2844704264096447,285.9215955983925
5083,83,13.815713809680298,[94 96],0.9950746304506521,334.15422825822463
5084,84,13.064984247261041,[59 94],1.292661530699696,284.55641155005065
5085,85,14.010479706930186,[42 92],1.7271538086690192,212.1410318884968
5086,86,13.729820844051295,[70 23],0.800612749115437,366.56454181409384
5087,87,14.212901979893726,[ 4 94],1.4875004706003059,252.08325489994903
5088,88,14.104390573452289,[95 41],1.351424409449052,274.762598425158
5089,89,13.464883878731701,[27 78],1.5314923137200034,244.7512810466661
5090,90,14.021433890286342,[91  4],1.6557987062077633,224.03354896537277
5091,91,13.909240014664832,[65 93],2.1755328908094778,137.41118486508705
5092,92,14.46949917748577,[39 14],1.9317352376790757,178.0441270534874
5093,93,14.39042205354582,[ 5 41],1.425748087779643,262.37531870339285
5094,94,13.670701590724088,[40 90],0.5087290518773818,415.21182468710305
5095,95,13.712236058566463,[41  7],1.9275444689044907,178.74258851591821
5096,96,13.831501867400974,[37 24],0.9818144543435547,336.3642576094075
5097,97,14.085851951704042,[25 61],2.018700612807757,163.54989786537385
5098,98,14.241720164961698,[13  0],1.9459303389576998,175.67827684038338
5099,99,14.449387639977315,[38 53],2.0210782570612693,163.1536238231218
5100,100,14.382287726906196,[ 8 83],1.3361107469523152,277.3148755079475
5101,101,14.186765747759832,[49  2],1.7867078245904056,202.21536256826576
5102,102,13.733603517706142,[41 22],1.6494968949580364,225.08385084032724
5103,103,13.727512419996648,[18 60],2.8302865631676895,28.28557280538509
5104,104,13.28395565978766,[43 27],1.585740449025303,235.70992516244948
5105,105,13.679072454885837,[57 97],1.6272448797507915,228.79252004153474
5106,106,13.438755352159049,[43 50],1.5100057394674502,248.33237675542497
5107,107,14.53071488726095,[57 49],1.1436250583347625,309.3958236108729
5108,108,13.578266817675683,[16 91],1.7047944610558248,215.8675898240292
5109,109,13.913252865116743,[74 33],2.1981155113266198,133.64741477889672
5110,110,14.788327824827418,[66 31],1.689732071214246,218.37798813095898
5111,111,13.30385771255944,[46 14],1.108686868014308,315.21885533094866
5112,112,13.90832442827022,[89 83],1.0454460106214305,325.7589982297616
5113,113,14.671965670248781,[40 32],1.6721505349373063,221.30824417711563
5114,114,14.08096963173379,[56 63],2.0202659728092693,163.28900453178844
5115,115,13.077133031442562,[31  1],1.184424508991612,302.59591516806466
5116,116,13.19595330028948,[97 41],1.642562227110617,226.23962881489715
5117,117,13.365372419911742,[44 94],1.660640425718148,223.226595713642
5118,118,13.348942361217572,[10 67],1.8711104316340965,188.14826139431725
5119,119,14.34587945247591,[87  7],1.584558758325636,235.906873612394
5120,120,13.778454159463674,[59 49],0.7681262161368816,371.9789639771864
5121,121,13.959636751089139,[27  2],0.5328125644136319,411.1979059310613
5122,122,14.330116144178731,[ 5 34],1.1970228411081536,300.49619314864105
5123,123,13.89885678446722,[68 23],1.8770026085800358,187.16623190332737
5124,124,14.500366089109308,[98 58],1.3098201681977473,281.6966386337088
5125,125,13.52636740153487,[63 74],1.3113498741637708,281.44168763937154
5126,126,13.92348216472383,[55 73],1.7798330705109473,203.3611549148421
5127,127,13.595040622332892,[93 97],1.4006581457951774,266.5569757008038
5128,128,13.954995816678169,[46 35],1.6255154512181205,229.08075813031326
5129,129,13.59162175815598,[65 98],1.3269115772053377,278.848070465777
5130,130,13.706925380788213,[45 51],1.395841473175549,267.35975447074185
5131,131,14.172715367077583,[70 60],1.7189866496379347,213.50222506034422
5132,132,14.151874559137676,[68 39],1.8199073056355612,196.68211572740645
5133,133,13.334874074530168,[19 82],0.9195024940352262,346.74958432746234
5134,134,13.857649443705071,[34 61],0.06812043371886989,488.64659438018833
5135,135,14.007266384689213,[20 89],1.8421822002878314,192.96963328536143
5136,136,14.312325778714534,[19 62],0.9869826721254631,335.5028879790895
5137,137,13.146966010890695,[17 64],1.3889653656221674,268.5057723963054
5138,138,13.569732707857916,[32  0],1.1309802026753717,311.50329955410473
5139,139,13.787505061646996,[33 73],1.7386641520017694,210.22264133303844
5140,140,13.55982151662587,[12 85],0.6424301620167056,392.9283063305491
5141,141,14.191545033196999,[42 14],1.6741024371068018,220.98292714886637
5142,142,14.755928932608413,[37 90],1.2780704025073881,286.98826624876864
5143,143,14.080065694046914,[41 23],2.0126423613296316,164.5596064450614
5144,144,14.568491591989453,[19 66],1.4782065248218028,253.63224586303284
5145,145,14.03935212524316,[69 12],0.8358681609005183,360.6886398499136
5146,146,13.916155215654548,[21 44],1.8613010623092008,189.78315628179988
